userid,probability
55719,0.211402952671
55720,0.0170552339405
55721,0.00625004898757
55722,0.0968633964658
55723,0.209845811129
55724,0.0669894516468
55725,0.0619179941714
55726,0.0561381578445
55727,0.255885094404
55728,0.126021489501
55729,0.0415583960712
55730,0.0120394211262
55731,0.0186945032328
55732,0.0981963723898
55733,0.0125898318365
55734,0.0745613053441
55735,0.0832993537188
55736,0.257814645767
55737,0.042105127126
55738,0.0461405329406
55739,0.0956738814712
55740,0.211479097605
55741,0.0994097441435
55742,0.00624426174909
55743,0.013876770623
55744,0.040005877614
55745,0.040257319808
55746,0.00791224930435
55747,0.0182658936828
55748,0.146884471178
55749,0.170506730676
55750,0.0072765913792
55751,0.232852756977
55752,0.248050898314
55753,0.212940305471
55754,0.0336478874087
55755,0.0114882905036
55756,0.051318038255
55757,0.108988575637
55758,0.0402681976557
55759,0.0438014492393
55760,0.0375931933522
55761,0.175035655499
55762,0.0159237999469
55763,0.215786084533
55764,0.0305177439004
55765,0.620501577854
55766,0.0330035947263
55767,0.104096487164
55768,0.675289452076
55769,0.0341039448977
55770,0.0117003349587
55771,0.109594702721
55772,0.124685160816
55773,0.223789960146
55774,0.123162187636
55775,0.107797041535
55776,0.00303053227253
55777,0.0711783990264
55778,0.222226902843
55779,0.248312056065
55780,0.0644814372063
55781,0.203549519181
55782,0.0281332470477
55783,0.00895588193089
55784,0.0563150495291
55785,0.00681490264833
55786,0.00781061360613
55787,0.0173468906432
55788,0.00816730037332
55789,0.0308796837926
55790,0.0415437556803
55791,0.0903903245926
55792,0.217786177993
55793,0.0634702593088
55794,0.677805423737
55795,0.0235830098391
55796,0.146842822433
55797,0.312775224447
55798,0.0170288421214
55799,0.0197325348854
55800,0.19291459024
55801,0.0254214368761
55802,0.0304303262383
55803,0.325044631958
55804,0.0240788180381
55805,0.0414098575711
55806,0.445669353008
55807,0.0896218344569
55808,0.204858183861
55809,0.0398280061781
55810,0.38458019495
55811,0.0294710937887
55812,0.151004746556
55813,0.0159735213965
55814,0.0983377099037
55815,0.121959321201
55816,0.185203909874
55817,0.0142802093178
55818,0.0217413306236
55819,0.258211374283
55820,0.0514185801148
55821,0.239547505975
55822,0.143238320947
55823,0.0120851984248
55824,0.0243029315025
55825,0.0081485491246
55826,0.0581314601004
55827,0.0166365653276
55828,0.155682742596
55829,0.0883064493537
55830,0.0125282853842
55831,0.222484797239
55832,0.0221793204546
55833,0.131150573492
55834,0.691466808319
55835,0.153616428375
55836,0.0310148000717
55837,0.104929275811
55838,0.0235464349389
55839,0.352867603302
55840,0.0799573510885
55841,0.063120290637
55842,0.432572215796
55843,0.037253819406
55844,0.027128489688
55845,0.191841259599
55846,0.0255045555532
55847,0.0520134158432
55848,0.102568268776
55849,0.0650066435337
55850,0.0226863361895
55851,0.166056796908
55852,0.0065005114302
55853,0.0753545090556
55854,0.116838730872
55855,0.0170681662858
55856,0.0903083309531
55857,0.0482790060341
55858,0.21996255219
55859,0.0203397739679
55860,0.172640889883
55861,0.0191974323243
55862,0.0100068887696
55863,0.0111029073596
55864,0.00939196068794
55865,0.00857882760465
55866,0.163041979074
55867,0.00485497480258
55868,0.315062731504
55869,0.00525101507083
55870,0.0134923523292
55871,0.02158883214
55872,0.00581973604858
55873,0.234691336751
55874,0.00217176158912
55875,0.100083947182
55876,0.0167339425534
55877,0.00484605319798
55878,0.00826849322766
55879,0.207351893187
55880,0.0529244057834
55881,0.00931131467223
55882,0.228006690741
55883,0.075478695333
55884,0.0342122390866
55885,0.0289732087404
55886,0.496222883463
55887,0.0192195624113
55888,0.23614063859
55889,0.419855117798
55890,0.0900551229715
55891,0.052278097719
55892,0.120770208538
55893,0.147682219744
55894,0.0402538366616
55895,0.249022915959
55896,0.0303968619555
55897,0.00924052298069
55898,0.185897096992
55899,0.0230317749083
55900,0.282063305378
55901,0.0195631776005
55902,0.0183594431728
55903,0.110994577408
55904,0.00852876901627
55905,0.0268582869321
55906,0.275380641222
55907,0.0383043624461
55908,0.0447575822473
55909,0.0852528363466
55910,0.0233173035085
55911,0.0851585716009
55912,0.0224157366902
55913,0.387952238321
55914,0.026314266026
55915,0.0121060190722
55916,0.0302024353296
55917,0.168702021241
55918,0.188509434462
55919,0.156447246671
55920,0.0121094807982
55921,0.172133162618
55922,0.012211416848
55923,0.188279673457
55924,0.00554475048557
55925,0.0213798992336
55926,0.186567083001
55927,0.013573942706
55928,0.407039940357
55929,0.243228197098
55930,0.304148614407
55931,0.489396035671
55932,0.0165123790503
55933,0.211181566119
55934,0.0214842054993
55935,0.237224116921
55936,0.0154559845105
55937,0.0226178430021
55938,0.142239168286
55939,0.25646468997
55940,0.0189917087555
55941,0.325573325157
55942,0.0120613910258
55943,0.386258900166
55944,0.0213873647153
55945,0.0109545858577
55946,0.045672159642
55947,0.244778946042
55948,0.017969423905
55949,0.0309101529419
55950,0.134316414595
55951,0.342981427908
55952,0.0245001763105
55953,0.161079123616
55954,0.015116118826
55955,0.00506365578622
55956,0.174594864249
55957,0.218161180615
55958,0.164785787463
55959,0.0882166773081
55960,0.331441193819
55961,0.0484882257879
55962,0.102731496096
55963,0.0300905257463
55964,0.260718286037
55965,0.0164128746837
55966,0.10271050036
55967,0.0252320840955
55968,0.0492256395519
55969,0.0695475563407
55970,0.110750243068
55971,0.0597140453756
55972,0.00252914964221
55973,0.00718001136556
55974,0.0898956283927
55975,0.456789880991
55976,0.0167412646115
55977,0.0536459796131
55978,0.0355446487665
55979,0.0306540802121
55980,0.192025408149
55981,0.146828427911
55982,0.0344994440675
55983,0.0570605956018
55984,0.289232283831
55985,0.150820463896
55986,0.137471005321
55987,0.461817592382
55988,0.0357267484069
55989,0.0227927528322
55990,0.0279908124357
55991,0.0199047457427
55992,0.0105563001707
55993,0.0233248472214
55994,0.183530345559
55995,0.139953270555
55996,0.00612044846639
55997,0.248460292816
55998,0.194724485278
55999,0.132183045149
56000,0.243300750852
56001,0.00813048984855
56002,0.201906248927
56003,0.0944974496961
56004,0.0191544722766
56005,0.018855413422
56006,0.348425060511
56007,0.0325314365327
56008,0.167196184397
56009,0.171752735972
56010,0.0107925264165
56011,0.0468065105379
56012,0.178938105702
56013,0.0015366692096
56014,0.0503579303622
56015,0.0355896651745
56016,0.0776380375028
56017,0.0150338076055
56018,0.00587723637
56019,0.230123877525
56020,0.124774731696
56021,0.162829056382
56022,0.0814748182893
56023,0.0933508276939
56024,0.0281638447195
56025,0.0271060094237
56026,0.0264658555388
56027,0.103371225297
56028,0.0204060561955
56029,0.239336922765
56030,0.040128480643
56031,0.0769067406654
56032,0.221471697092
56033,0.00502753863111
56034,0.0395320095122
56035,0.013914254494
56036,0.00812431704253
56037,0.0347761586308
56038,0.216028898954
56039,0.015396039933
56040,0.00770307891071
56041,0.301455914974
56042,0.131245240569
56043,0.0190746895969
56044,0.278815686703
56045,0.15166452527
56046,0.00606768531725
56047,0.168166160583
56048,0.0198990125209
56049,0.0353043079376
56050,0.0205323584378
56051,0.112846210599
56052,0.0492960400879
56053,0.0162524431944
56054,0.0694561228156
56055,0.00754735944793
56056,0.101208232343
56057,0.0856119170785
56058,0.038315076381
56059,0.0452073886991
56060,0.00509643694386
56061,0.0698352903128
56062,0.037038359791
56063,0.0261112377048
56064,0.0485960841179
56065,0.0192189905792
56066,0.0203829780221
56067,0.00867446046323
56068,0.264204829931
56069,0.20836494863
56070,0.100260689855
56071,0.131325021386
56072,0.113406807184
56073,0.144225627184
56074,0.0115155670792
56075,0.160870015621
56076,0.0322016775608
56077,0.371084779501
56078,0.0255882628262
56079,0.148214787245
56080,0.0123362625018
56081,0.0303484685719
56082,0.145756796002
56083,0.0921081826091
56084,0.325783312321
56085,0.0787324309349
56086,0.0258890390396
56087,0.0720174238086
56088,0.181190937757
56089,0.202486142516
56090,0.102783665061
56091,0.0830593109131
56092,0.0541619770229
56093,0.102312654257
56094,0.00947093125433
56095,0.138613849878
56096,0.0260121840984
56097,0.245831370354
56098,0.571265757084
56099,0.187237173319
56100,0.00526505149901
56101,0.176599919796
56102,0.0139953000471
56103,0.0177532881498
56104,0.209495976567
56105,0.00239637633786
56106,0.00661265756935
56107,0.0125696584582
56108,0.240393131971
56109,0.358497977257
56110,0.0587709248066
56111,0.128778219223
56112,0.0128165371716
56113,0.057955019176
56114,0.00949079077691
56115,0.0193604826927
56116,0.0167621169239
56117,0.114684604108
56118,0.355878531933
56119,0.0477844625711
56120,0.147481679916
56121,0.265341818333
56122,0.016784498468
56123,0.00937035772949
56124,0.0184975918382
56125,0.670961678028
56126,0.207303285599
56127,0.306166410446
56128,0.0810585990548
56129,0.0113542443141
56130,0.00843923166394
56131,0.100728727877
56132,0.0122774383053
56133,0.0924178734422
56134,0.0683185756207
56135,0.233249694109
56136,0.0648571103811
56137,0.0244328640401
56138,0.0849997848272
56139,0.0560701154172
56140,0.0449885949492
56141,0.225879430771
56142,0.0289841871709
56143,0.103619851172
56144,0.0172634199262
56145,0.0938266068697
56146,0.00673500727862
56147,0.29356521368
56148,0.0304325781763
56149,0.142261505127
56150,0.0311707258224
56151,0.0324292629957
56152,0.0191248152405
56153,0.299577325583
56154,0.0164468884468
56155,0.0805247798562
56156,0.0199829284102
56157,0.203927531838
56158,0.0676834359765
56159,0.140458211303
56160,0.0587326511741
56161,0.174981474876
56162,0.0923774689436
56163,0.106949999928
56164,0.0217990800738
56165,0.00325917475857
56166,0.0623922273517
56167,0.021546157077
56168,0.109065555036
56169,0.370591938496
56170,0.0428133420646
56171,0.010919525288
56172,0.0811131522059
56173,0.143513217568
56174,0.0190885365009
56175,0.316794872284
56176,0.0357653349638
56177,0.362074673176
56178,0.0354336835444
56179,0.071139998734
56180,0.0257936213166
56181,0.00643587298691
56182,0.146744981408
56183,0.117642752826
56184,0.178833469748
56185,0.0249265730381
56186,0.158157765865
56187,0.0521795190871
56188,0.0332257971168
56189,0.0251001007855
56190,0.0284049529582
56191,0.161192044616
56192,0.0254661608487
56193,0.0208314303309
56194,0.0162038747221
56195,0.0180473774672
56196,0.203541010618
56197,0.303222775459
56198,0.0945808589458
56199,0.0162676740438
56200,0.0298844128847
56201,0.220369786024
56202,0.00457878224552
56203,0.0946538299322
56204,0.0873951539397
56205,0.19316329062
56206,0.359979391098
56207,0.0253901239485
56208,0.288876384497
56209,0.165475428104
56210,0.0839527994394
56211,0.124605536461
56212,0.130114451051
56213,0.226900950074
56214,0.172645539045
56215,0.00854961201549
56216,0.0857867151499
56217,0.135838553309
56218,0.11294349283
56219,0.218153968453
56220,0.381388157606
56221,0.0157966259867
56222,0.102393113077
56223,0.00121277326252
56224,0.0294592585415
56225,0.0117568876594
56226,0.223199576139
56227,0.0243912804872
56228,0.0306122470647
56229,0.0170436073095
56230,0.0415228158236
56231,0.262679576874
56232,0.0272532142699
56233,0.0165355429053
56234,0.00941193196923
56235,0.0903532579541
56236,0.100786313415
56237,0.0419472493231
56238,0.0511104203761
56239,0.0278550870717
56240,0.0193996503949
56241,0.172585979104
56242,0.0162956509739
56243,0.165468841791
56244,0.193908065557
56245,0.200199559331
56246,0.100129142404
56247,0.0224301181734
56248,0.11399486661
56249,0.129802957177
56250,0.493879467249
56251,0.244677945971
56252,0.0823776945472
56253,0.142555981874
56254,0.0345811881125
56255,0.0755866393447
56256,0.031531509012
56257,0.0577997304499
56258,0.00600304082036
56259,0.108975000679
56260,0.76486068964
56261,0.0332740023732
56262,0.525835156441
56263,0.0145601062104
56264,0.152401074767
56265,0.103731162846
56266,0.156241476536
56267,0.00739249913022
56268,0.0393935739994
56269,0.0181118100882
56270,0.0301264487207
56271,0.415177077055
56272,0.165878877044
56273,0.340577989817
56274,0.164196163416
56275,0.0401985868812
56276,0.344136446714
56277,0.253289222717
56278,0.196871608496
56279,0.0109967971221
56280,0.157750755548
56281,0.260142743587
56282,0.197771340609
56283,0.366278231144
56284,0.00873395800591
56285,0.0157705452293
56286,0.0395810753107
56287,0.194022715092
56288,0.0606179013848
56289,0.157229021192
56290,0.0255985595286
56291,0.0405582338572
56292,0.161148041487
56293,0.0836195796728
56294,0.149987906218
56295,0.0393768399954
56296,0.146676555276
56297,0.0690357014537
56298,0.0270498767495
56299,0.248271629214
56300,0.0617935359478
56301,0.125983059406
56302,0.149086847901
56303,0.21968434751
56304,0.013649623841
56305,0.170278310776
56306,0.0134709682316
56307,0.00421274639666
56308,0.0599082075059
56309,0.235343232751
56310,0.401959240437
56311,0.0836805328727
56312,0.0433869101107
56313,0.0346505567431
56314,0.0241100564599
56315,0.0103324763477
56316,0.19116859138
56317,0.146453768015
56318,0.176392376423
56319,0.312669783831
56320,0.00624023610726
56321,0.184594929218
56322,0.236523449421
56323,0.111183047295
56324,0.17382106185
56325,0.0443325676024
56326,0.0499222017825
56327,0.128102853894
56328,0.127706378698
56329,0.202886015177
56330,0.0356353223324
56331,0.0726297348738
56332,0.025254894048
56333,0.0941731259227
56334,0.0772903189063
56335,0.149429306388
56336,0.00984486285597
56337,0.212283045053
56338,0.00931860599667
56339,0.0072287004441
56340,0.0396458804607
56341,0.0624405108392
56342,0.0200028438121
56343,0.190559074283
56344,0.0540538020432
56345,0.246445655823
56346,0.0312094539404
56347,0.00820739101619
56348,0.0234146174043
56349,0.222070023417
56350,0.0444757193327
56351,0.0288539920002
56352,0.245046630502
56353,0.0332980714738
56354,0.0228036232293
56355,0.024836294353
56356,0.00860695447773
56357,0.209687456489
56358,0.0496529527009
56359,0.234752997756
56360,0.146232679486
56361,0.178563162684
56362,0.0728260874748
56363,0.123142123222
56364,0.0133999148384
56365,0.185443848372
56366,0.059884108603
56367,0.417206436396
56368,0.00676080817357
56369,0.0170793998986
56370,0.205799087882
56371,0.0118991006166
56372,0.112034641206
56373,0.120636515319
56374,0.102886237204
56375,0.00552332401276
56376,0.281509160995
56377,0.0472320951521
56378,0.193431958556
56379,0.0427297130227
56380,0.0310879666358
56381,0.0162933338434
56382,0.185561940074
56383,0.187488481402
56384,0.0150311738253
56385,0.0188428424299
56386,0.0276183914393
56387,0.0792976617813
56388,0.226053655148
56389,0.170860633254
56390,0.214816048741
56391,0.0991023629904
56392,0.0170117225498
56393,0.0146160544828
56394,0.1819550246
56395,0.125312119722
56396,0.215841472149
56397,0.0834227949381
56398,0.275070875883
56399,0.101195953786
56400,0.241392210126
56401,0.0490001551807
56402,0.249834820628
56403,0.028470845893
56404,0.00793027784675
56405,0.106637097895
56406,0.129226282239
56407,0.148497208953
56408,0.124265082181
56409,0.0853271782398
56410,0.0854810625315
56411,0.0190510638058
56412,0.0148601867259
56413,0.204195037484
56414,0.159553170204
56415,0.0282562039793
56416,0.0708365812898
56417,0.0566719099879
56418,0.281173974276
56419,0.246783927083
56420,0.0399890244007
56421,0.0133540602401
56422,0.00873103551567
56423,0.073388889432
56424,0.298045992851
56425,0.134985625744
56426,0.0397978909314
56427,0.18518269062
56428,0.136065289378
56429,0.022450292483
56430,0.0571635216475
56431,0.184156000614
56432,0.165714681149
56433,0.413990616798
56434,0.0470157302916
56435,0.0139444349334
56436,0.297096967697
56437,0.222134277225
56438,0.366924256086
56439,0.0854375064373
56440,0.0187610574067
56441,0.0426234453917
56442,0.245399072766
56443,0.112816028297
56444,0.380987524986
56445,0.170625835657
56446,0.0183388367295
56447,0.0422073788941
56448,0.0127470660955
56449,0.0808721408248
56450,0.043007388711
56451,0.281048059464
56452,0.0674994811416
56453,0.331788569689
56454,0.00904552266002
56455,0.236867725849
56456,0.3634378016
56457,0.205402761698
56458,0.0225872844458
56459,0.0453160516918
56460,0.00553001184016
56461,0.0219151638448
56462,0.145470350981
56463,0.0132925435901
56464,0.0240099467337
56465,0.0474737733603
56466,0.0781040489674
56467,0.153470769525
56468,0.028033670038
56469,0.0606842823327
56470,0.0271136686206
56471,0.0232346840203
56472,0.292699486017
56473,0.0128355920315
56474,0.0322549529374
56475,0.127534419298
56476,0.190009862185
56477,0.040225956589
56478,0.0270859226584
56479,0.146061450243
56480,0.00884206686169
56481,0.0274055041373
56482,0.0693634226918
56483,0.0302430875599
56484,0.161219716072
56485,0.406383931637
56486,0.193057343364
56487,0.0122858835384
56488,0.0161776039749
56489,0.103343188763
56490,0.0185616035014
56491,0.287995934486
56492,0.537751495838
56493,0.248423159122
56494,0.0301843788475
56495,0.0168002117425
56496,0.177779257298
56497,0.0423730127513
56498,0.238956063986
56499,0.179687991738
56500,0.037046700716
56501,0.0234026368707
56502,0.200958624482
56503,0.0225903373212
56504,0.10413055867
56505,0.0333622805774
56506,0.00880505610257
56507,0.0550060607493
56508,0.004892218858
56509,0.138917386532
56510,0.0628050342202
56511,0.170373693109
56512,0.282616049051
56513,0.0943291112781
56514,0.281658351421
56515,0.266362756491
56516,0.0164551287889
56517,0.0590494610369
56518,0.175812393427
56519,0.139901742339
56520,0.0348739475012
56521,0.025915523991
56522,0.0733076930046
56523,0.0179196354002
56524,0.135791644454
56525,0.157663375139
56526,0.004218372982
56527,0.0957506075501
56528,0.0531622320414
56529,0.271002471447
56530,0.0411286130548
56531,0.0892011299729
56532,0.688728094101
56533,0.0153744406998
56534,0.0210034884512
56535,0.0641216561198
56536,0.564780056477
56537,0.0175890401006
56538,0.0814803093672
56539,0.0103622330353
56540,0.00381442345679
56541,0.189556613564
56542,0.110120870173
56543,0.022557400167
56544,0.0155071699992
56545,0.0591336190701
56546,0.0552571080625
56547,0.200151130557
56548,0.0118865035474
56549,0.121422633529
56550,0.112385734916
56551,0.203357964754
56552,0.132617846131
56553,0.269832551479
56554,0.0371115058661
56555,0.282657086849
56556,0.189889341593
56557,0.00808120612055
56558,0.0241426248103
56559,0.00914465822279
56560,0.0108996592462
56561,0.0468213520944
56562,0.0068452428095
56563,0.0186980571598
56564,0.0475626476109
56565,0.0178227685392
56566,0.414642810822
56567,0.00565633224323
56568,0.179231777787
56569,0.0174487289041
56570,0.27520391345
56571,0.00665873615071
56572,0.194559201598
56573,0.0807698369026
56574,0.216122895479
56575,0.0341053195298
56576,0.00199977564625
56577,0.0877093672752
56578,0.00629825564101
56579,0.223440095782
56580,0.00571455992758
56581,0.130982533097
56582,0.106837570667
56583,0.00438402220607
56584,0.0812038630247
56585,0.0051256082952
56586,0.102491669357
56587,0.112029753625
56588,0.0289766378701
56589,0.0113924136385
56590,0.0227859858423
56591,0.280528068542
56592,0.0128033859655
56593,0.00254015880637
56594,0.0138498805463
56595,0.0156286992133
56596,0.0360703207552
56597,0.158171609044
56598,0.0280121788383
56599,0.0102813355625
56600,0.102261520922
56601,0.223551809788
56602,0.014252112247
56603,0.0655529871583
56604,0.025159496814
56605,0.0225913915783
56606,0.0207957644016
56607,0.271203279495
56608,0.0385431349277
56609,0.0100808655843
56610,0.193176478148
56611,0.0526209622622
56612,0.388213515282
56613,0.171685770154
56614,0.0139026930556
56615,0.0132325254381
56616,0.188391849399
56617,0.00962716713548
56618,0.0967326015234
56619,0.112150155008
56620,0.178523465991
56621,0.19627033174
56622,0.659702956676
56623,0.205999806523
56624,0.0104873590171
56625,0.0252555571496
56626,0.117761798203
56627,0.0148541349918
56628,0.0745252370834
56629,0.0163847319782
56630,0.16371704638
56631,0.149231478572
56632,0.00519230822101
56633,0.196098566055
56634,0.0145789608359
56635,0.0245137922466
56636,0.0172089785337
56637,0.0117014320567
56638,0.0997038856149
56639,0.0510750301182
56640,0.101440161467
56641,0.0267017763108
56642,0.109856247902
56643,0.120897911489
56644,0.188949912786
56645,0.235084876418
56646,0.220864877105
56647,0.0873879641294
56648,0.0301112532616
56649,0.00892262719572
56650,0.136192455888
56651,0.041966445744
56652,0.00895789638162
56653,0.0815816521645
56654,0.0375268943608
56655,0.692654550076
56656,0.0970716327429
56657,0.00320035009645
56658,0.0120309796184
56659,0.13343988359
56660,0.411791265011
56661,0.159637644887
56662,0.0396218001842
56663,0.144884616137
56664,0.234562397003
56665,0.0113975545391
56666,0.0320037268102
56667,0.102096952498
56668,0.0998616293073
56669,0.0211495663971
56670,0.0841872394085
56671,0.020988760516
56672,0.177247062325
56673,0.0895818024874
56674,0.0240126624703
56675,0.220734536648
56676,0.351148039103
56677,0.218483105302
56678,0.00865114759654
56679,0.0439193099737
56680,0.0288857836276
56681,0.0254992507398
56682,0.0247551724315
56683,0.0192071478814
56684,0.0739072188735
56685,0.0177721139044
56686,0.325387328863
56687,0.07539960742
56688,0.0137565517798
56689,0.0980565473437
56690,0.0434274114668
56691,0.00758166005835
56692,0.0235202647746
56693,0.0734104886651
56694,0.0238013248891
56695,0.0118718165904
56696,0.238584056497
56697,0.0317914187908
56698,0.016694329679
56699,0.019107228145
56700,0.0171661265194
56701,0.121205888689
56702,0.276838093996
56703,0.0598799102008
56704,0.275397181511
56705,0.0158100128174
56706,0.266379982233
56707,0.0207282360643
56708,0.0498135313392
56709,0.157135263085
56710,0.105164214969
56711,0.0130048552528
56712,0.460095465183
56713,0.0164394378662
56714,0.0665767639875
56715,0.019690155983
56716,0.00352340494283
56717,0.265503257513
56718,0.0123271560296
56719,0.2624168396
56720,0.0113408286124
56721,0.0181267783046
56722,0.230301380157
56723,0.0233252774924
56724,0.0217767525464
56725,0.0283468235284
56726,0.0061077051796
56727,0.348207265139
56728,0.0128158498555
56729,0.106034994125
56730,0.215555950999
56731,0.0311596784741
56732,0.0241118576378
56733,0.02719081752
56734,0.164218977094
56735,0.185226887465
56736,0.0161227472126
56737,0.0439081601799
56738,0.00433287210763
56739,0.107454605401
56740,0.0253767240793
56741,0.0354266278446
56742,0.00755207845941
56743,0.049966275692
56744,0.0749645233154
56745,0.156579643488
56746,0.127160936594
56747,0.216547757387
56748,0.00516993552446
56749,0.0128599936143
56750,0.0157037377357
56751,0.0961415693164
56752,0.248774364591
56753,0.274229168892
56754,0.0441313460469
56755,0.0162770487368
56756,0.00720247766003
56757,0.142097145319
56758,0.0133161041886
56759,0.0120133701712
56760,0.0207461118698
56761,0.0495161153376
56762,0.0996051803231
56763,0.224584057927
56764,0.0160369258374
56765,0.00947669427842
56766,0.0109743485227
56767,0.124256812036
56768,0.025143859908
56769,0.374554902315
56770,0.379652887583
56771,0.036332372576
56772,0.418648660183
56773,0.0538849942386
56774,0.362888067961
56775,0.441436350346
56776,0.0220212321728
56777,0.0367681235075
56778,0.225846081972
56779,0.311921149492
56780,0.138130486012
56781,0.0120117971674
56782,0.228692963719
56783,0.0442643649876
56784,0.0837886035442
56785,0.0772820785642
56786,0.252480000257
56787,0.276688009501
56788,0.0814827084541
56789,0.0104386117309
56790,0.0622114948928
56791,0.129102468491
56792,0.0500948317349
56793,0.350558191538
56794,0.155563339591
56795,0.10727391392
56796,0.244044810534
56797,0.0538505576551
56798,0.132660791278
56799,0.0764310732484
56800,0.234769672155
56801,0.232337996364
56802,0.023666664958
56803,0.333395957947
56804,0.466244012117
56805,0.030794352293
56806,0.112253800035
56807,0.188918992877
56808,0.230849131942
56809,0.0227025114
56810,0.0595405362546
56811,0.0385978892446
56812,0.0237086508423
56813,0.0186001844704
56814,0.12713187933
56815,0.0201153531671
56816,0.051410485059
56817,0.151000112295
56818,0.0788628831506
56819,0.00234583485872
56820,0.210517019033
56821,0.0105027798563
56822,0.212965473533
56823,0.0289033129811
56824,0.0244702622294
56825,0.111029334366
56826,0.0703026354313
56827,0.257699906826
56828,0.100407913327
56829,0.0181699898094
56830,0.012288082391
56831,0.015033970587
56832,0.264635741711
56833,0.0226236525923
56834,0.0200629606843
56835,0.0265116654336
56836,0.036022733897
56837,0.209964215755
56838,0.0271193850785
56839,0.0501731596887
56840,0.332468956709
56841,0.234562501311
56842,0.114076435566
56843,0.294907957315
56844,0.0351908355951
56845,0.0356563217938
56846,0.178547680378
56847,0.0113716330379
56848,0.053535528481
56849,0.0132486475632
56850,0.085534453392
56851,0.0532444231212
56852,0.425599366426
56853,0.0374065861106
56854,0.00913425162435
56855,0.0339968018234
56856,0.0133686382324
56857,0.00710532721132
56858,0.275373071432
56859,0.139758855104
56860,0.154863402247
56861,0.00988209992647
56862,0.0332231074572
56863,0.202005922794
56864,0.0100872479379
56865,0.0247878301889
56866,0.23804692924
56867,0.0189978890121
56868,0.0854665786028
56869,0.0151844127104
56870,0.155112549663
56871,0.0488891117275
56872,0.0395577698946
56873,0.0905802100897
56874,0.0258708987385
56875,0.147785842419
56876,0.102867856622
56877,0.372393667698
56878,0.010649304837
56879,0.172816827893
56880,0.380453407764
56881,0.00821547582746
56882,0.189040228724
56883,0.253497451544
56884,0.140820100904
56885,0.026456143707
56886,0.0289071463048
56887,0.117076277733
56888,0.118177399039
56889,0.0257648024708
56890,0.477310836315
56891,0.0558192431927
56892,0.262425869703
56893,0.0192774776369
56894,0.0135556887835
56895,0.198895990849
56896,0.240341365337
56897,0.184661984444
56898,0.305880904198
56899,0.0517022125423
56900,0.0048850486055
56901,0.0886952579021
56902,0.0914464667439
56903,0.051222383976
56904,0.00879775546491
56905,0.151203706861
56906,0.0408401675522
56907,0.175886005163
56908,0.203702434897
56909,0.118065491319
56910,0.0035877302289
56911,0.0160531196743
56912,0.00875094998628
56913,0.151168897748
56914,0.0358981601894
56915,0.127831354737
56916,0.0114576276392
56917,0.0422834716737
56918,0.123116806149
56919,0.0285561941564
56920,0.177863448858
56921,0.172602236271
56922,0.11202570051
56923,0.0896992236376
